ID,name,count,CoCh,HoRatio,InchoRatio,PerTra,InPerTra
605336,帅丰电器,3,-2,0.97,-2.63,3.07,-8.26
688728,格科微,3,-4,1.04,-0.38,3.36,-15.92
002865,钧达股份,3,0,4.02,-1.72,4.02,-1.72
300729,乐歌股份,3,0,3.55,-0.68,3.66,-0.70
000540,中天金融,3,1,0.81,-0.11,0.81,-0.11
600237,铜峰电子,3,-1,2.69,-4.07,2.69,-4.07
688538,和辉光电,3,2,1.24,0.72,3.02,1.75
688308,欧科亿,3,-1,3.53,-3.78,5.41,-5.80
600908,无锡银行,3,1,3.98,1.88,4.18,1.96
600861,北京城乡,3,-1,4.12,-0.82,4.12,-0.82
603876,鼎胜新材,3,1,3.13,0.70,3.16,0.71
600901,江苏租赁,3,0,5.51,0.05,5.55,0.05
603983,丸美股份,3,0,1.04,0.15,1.04,-3.59
605138,盛泰集团,3,2,0.36,0.27,3.60,2.70
603738,泰晶科技,3,0,5.67,-0.55,5.74,-0.57
603616,韩建河山,3,2,1.20,0.90,1.20,0.90
603778,乾景园林,3,3,2.12,2.12,2.12,2.12
002031,巨轮智能,3,3,0.68,0.68,0.68,0.68
600009,上海机场,3,1,1.20,0.11,2.73,0.80
600330,天通股份,4,2,5.68,2.35,5.68,2.35
000739,普洛药业,4,1,7.63,0.98,7.63,0.98
300327,中颖电子,4,0,11.24,-0.48,11.37,-0.49
601127,赛力斯,4,1,4.42,0.26,6.40,0.92
603688,石英股份,4,-1,3.77,-1.97,3.77,-1.97
688089,嘉必优,4,0,3.33,0.04,5.98,0.08
002925,盈趣科技,4,0,6.41,-0.12,6.46,-0.12
300879,大叶股份,4,0,1.32,-1.84,3.83,-5.37
002001,新和成,4,1,2.38,0.49,2.38,0.49
300059,东方财富,4,-1,3.60,0.04,3.60,0.04
300707,威唐工业,4,3,7.78,6.27,7.79,6.28
603650,彤程新材,4,1,2.74,0.79,2.75,0.79
301004,嘉益股份,4,-2,2.24,-1.40,9.25,-5.32
002202,金风科技,4,0,3.38,1.98,4.14,2.43
688003,天准科技,4,3,2.77,2.55,2.77,2.20
300573,兴齐眼药,4,-1,8.26,-0.78,8.26,-1.42
603368,柳药集团,4,0,9.50,0.00,9.50,-0.02
002105,信隆健康,4,0,5.19,-1.89,5.19,-1.89
003009,中天火箭,4,1,1.13,0.23,4.00,0.82
002250,联化科技,4,0,8.24,0.77,8.24,0.77
600508,上海能源,4,-2,1.87,-0.90,1.87,-0.90
601800,中国交建,4,-1,0.57,-0.11,0.79,-0.14
603326,我乐家居,4,0,8.99,0.18,8.99,0.00
300863,卡倍亿,4,3,2.17,1.88,6.39,5.54
603676,卫信康,4,0,1.98,0.37,2.01,0.35
002497,雅化集团,4,-1,4.50,-2.34,4.55,-2.37
603808,歌力思,4,0,4.05,0.03,4.05,0.03
688201,信安世纪,4,2,6.74,2.39,15.12,5.36
600642,申能股份,4,0,2.04,-0.09,2.06,-0.09
600460,士兰微,4,-2,3.55,-2.68,3.55,-3.07
603721,中广天择,4,4,2.74,2.74,2.74,2.74
300642,透景生命,4,-1,15.94,-0.57,15.99,-0.57
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
002180,纳思达,4,-1,4.21,-0.52,4.84,-0.59
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
603885,吉祥航空,4,0,3.58,-0.79,4.03,-0.75
002250,联化科技,4,0,8.24,0.77,8.24,0.77
600508,上海能源,4,-2,1.87,-0.90,1.87,-0.90
300863,卡倍亿,4,3,2.17,1.88,6.39,5.54
603676,卫信康,4,0,1.98,0.37,2.01,0.35
002497,雅化集团,4,-1,4.50,-2.34,4.55,-2.37
300652,雷迪克,4,2,8.37,6.43,8.37,6.43
301123,奕东电子,4,4,1.17,1.17,4.94,4.94
300454,深信服,4,1,6.48,1.26,6.50,1.26
603228,景旺电子,4,0,4.21,-0.51,4.24,-0.51
300379,东方通,4,1,7.58,3.14,7.58,3.14
002852,道道全,4,2,5.86,2.83,5.86,2.83
605333,沪光股份,4,-3,3.46,-0.10,24.18,1.36
300378,鼎捷软件,4,0,6.19,-0.07,6.19,-0.07
002453,华软科技,4,0,4.80,1.16,7.41,1.78
002385,大北农,4,0,3.76,0.84,3.83,0.85
002414,高德红外,4,1,1.30,0.15,1.30,0.15
688006,杭可科技,4,-1,4.45,-0.92,4.45,-14.61
688560,明冠新材,4,4,2.73,2.73,4.97,4.97
002968,新大正,4,0,6.90,-0.11,16.10,-0.36
688357,建龙微纳,4,0,7.88,0.75,13.88,1.33
301035,润丰股份,4,-1,4.83,-0.27,15.35,-5.04
300601,康泰生物,4,0,4.03,-0.18,4.03,-0.18
688371,菲沃泰,4,4,1.87,1.87,8.42,8.42
603808,歌力思,4,0,4.05,0.03,4.05,0.03
600827,百联股份,4,2,1.35,0.69,1.50,0.76
688201,信安世纪,4,2,6.74,2.39,15.12,5.36
600328,中盐化工,4,-3,2.74,-5.24,4.76,-9.06
601099,太平洋,4,0,4.76,0.66,4.76,0.66
603721,中广天择,4,4,2.74,2.74,2.74,2.74
300642,透景生命,4,-1,15.94,-0.57,15.99,-0.57
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
688083,中望软件,4,0,9.42,-0.59,18.34,-1.14
603883,老百姓,4,0,5.71,-0.88,5.73,-1.50
603755,日辰股份,4,-1,3.34,0.06,3.34,-6.13
603733,仙鹤股份,4,-2,4.13,-0.19,4.13,-0.19
300652,雷迪克,4,2,8.37,6.43,8.37,6.43
301123,奕东电子,4,4,1.17,1.17,4.94,4.94
600621,华鑫股份,4,1,2.92,0.84,2.92,0.84
300454,深信服,4,1,6.48,1.26,6.50,1.26
002507,涪陵榨菜,4,-1,2.71,-1.12,2.71,-1.12
300379,东方通,4,1,7.58,3.14,7.58,3.14
002852,道道全,4,2,5.86,2.83,5.86,2.83
605333,沪光股份,4,-3,3.46,-0.10,24.18,1.36
300378,鼎捷软件,4,0,6.19,-0.07,6.19,-0.07
002453,华软科技,4,0,4.80,1.16,7.41,1.78
002385,大北农,4,0,3.76,0.84,3.83,0.85
002414,高德红外,4,1,1.30,0.15,1.30,0.15
688006,杭可科技,4,-1,4.45,-0.92,4.45,-14.61
688560,明冠新材,4,4,2.73,2.73,4.97,4.97
002968,新大正,4,0,6.90,-0.11,16.10,-0.36
688357,建龙微纳,4,0,7.88,0.75,13.88,1.33
301035,润丰股份,4,-1,4.83,-0.27,15.35,-5.04
300601,康泰生物,4,0,4.03,-0.18,4.03,-0.18
603808,歌力思,4,0,4.05,0.03,4.05,0.03
688201,信安世纪,4,2,6.74,2.39,15.12,5.36
000736,中交地产,4,1,2.63,1.81,2.63,1.81
603721,中广天择,4,4,2.74,2.74,2.74,2.74
300642,透景生命,4,-1,15.94,-0.57,15.99,-0.57
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
688083,中望软件,4,0,9.42,-0.59,18.34,-1.14
603883,老百姓,4,0,5.71,-0.88,5.73,-1.50
603755,日辰股份,4,-1,3.34,0.06,3.34,-6.13
603733,仙鹤股份,4,-2,4.13,-0.19,4.13,-0.19
603179,新泉股份,4,-1,6.44,-1.32,6.44,-1.32
600038,中直股份,4,1,3.15,1.44,3.15,1.44
002158,汉钟精机,4,3,3.64,1.71,3.64,1.71
600642,申能股份,4,0,2.04,-0.09,2.06,-0.09
600325,华发股份,4,-1,5.90,-1.08,5.90,-1.08
688298,东方生物,4,1,2.48,0.52,4.82,1.01
601388,怡球资源,4,1,2.53,1.27,2.75,1.38
000830,鲁西化工,4,-2,1.48,-4.46,1.94,-5.85
002414,高德红外,4,1,1.30,0.15,1.30,0.15
688006,杭可科技,4,-1,4.45,-0.92,4.45,-14.61
688560,明冠新材,4,4,2.73,2.73,4.97,4.97
002968,新大正,4,0,6.90,-0.11,16.10,-0.36
688357,建龙微纳,4,0,7.88,0.75,13.88,1.33
301035,润丰股份,4,-1,4.83,-0.27,15.35,-5.04
300601,康泰生物,4,0,4.03,-0.18,4.03,-0.18
603808,歌力思,4,0,4.05,0.03,4.05,0.03
688201,信安世纪,4,2,6.74,2.39,15.12,5.36
605300,佳禾食品,4,0,4.68,-0.26,32.52,-1.78
603721,中广天择,4,4,2.74,2.74,2.74,2.74
300642,透景生命,4,-1,15.94,-0.57,15.99,-0.57
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
600581,八一钢铁,4,-1,3.20,-3.14,3.24,-3.18
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
688083,中望软件,4,0,9.42,-0.59,18.34,-1.14
603883,老百姓,4,0,5.71,-0.88,5.73,-1.50
603755,日辰股份,4,-1,3.34,0.06,3.34,-6.13
603733,仙鹤股份,4,-2,4.13,-0.19,4.13,-0.19
603228,景旺电子,4,0,4.21,-0.51,4.24,-0.51
603179,新泉股份,4,-1,6.44,-1.32,6.44,-1.32
600038,中直股份,4,1,3.15,1.44,3.15,1.44
603100,川仪股份,4,1,6.85,4.36,6.85,4.36
002158,汉钟精机,4,3,3.64,1.71,3.64,1.71
600642,申能股份,4,0,2.04,-0.09,2.06,-0.09
600325,华发股份,4,-1,5.90,-1.08,5.90,-1.08
600366,宁波韵升,4,1,3.30,0.97,3.30,0.97
688301,奕瑞科技,4,0,6.52,0.89,11.52,1.49
601388,怡球资源,4,1,2.53,1.27,2.75,1.38
000830,鲁西化工,4,-2,1.48,-4.46,1.94,-5.85
600259,广晟有色,4,3,2.61,1.12,2.66,1.00
688066,航天宏图,4,-1,8.69,0.14,8.69,-4.80
688371,菲沃泰,4,4,1.87,1.87,8.42,8.42
601500,通用股份,4,2,3.01,2.20,3.02,2.21
000776,广发证券,4,0,2.50,0.36,3.22,0.47
002925,盈趣科技,4,0,6.41,-0.12,6.46,-0.12
600460,士兰微,4,-2,3.55,-2.68,3.55,-3.07
688006,杭可科技,4,-1,4.45,-0.92,4.45,-14.61
688560,明冠新材,4,4,2.73,2.73,4.97,4.97
688301,奕瑞科技,4,0,6.52,0.89,11.52,1.49
002968,新大正,4,0,6.90,-0.11,16.10,-0.36
688357,建龙微纳,4,0,7.88,0.75,13.88,1.33
301035,润丰股份,4,-1,4.83,-0.27,15.35,-5.04
300601,康泰生物,4,0,4.03,-0.18,4.03,-0.18
600201,生物股份,4,0,4.52,-0.46,4.60,-0.49
603808,歌力思,4,0,4.05,0.03,4.05,0.03
688201,信安世纪,4,2,6.74,2.39,15.12,5.36
603721,中广天择,4,4,2.74,2.74,2.74,2.74
300642,透景生命,4,-1,15.94,-0.57,15.99,-0.57
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
002460,赣锋锂业,4,0,1.54,-0.37,1.93,-0.45
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
601800,中国交建,4,-1,0.57,-0.11,0.79,-0.14
688083,中望软件,4,0,9.42,-0.59,18.34,-1.14
603883,老百姓,4,0,5.71,-0.88,5.73,-1.50
603755,日辰股份,4,-1,3.34,0.06,3.34,-6.13
603733,仙鹤股份,4,-2,4.13,-0.19,4.13,-0.19
603179,新泉股份,4,-1,6.44,-1.32,6.44,-1.32
600038,中直股份,4,1,3.15,1.44,3.15,1.44
002156,通富微电,4,0,2.51,0.18,2.51,0.18
002158,汉钟精机,4,3,3.64,1.71,3.64,1.71
600642,申能股份,4,0,2.04,-0.09,2.06,-0.09
002371,北方华创,4,1,4.28,0.80,4.58,0.85
600325,华发股份,4,-1,5.90,-1.08,5.90,-1.08
601388,怡球资源,4,1,2.53,1.27,2.75,1.38
000830,鲁西化工,4,-2,1.48,-4.46,1.94,-5.85
688066,航天宏图,4,-1,8.69,0.14,8.69,-4.80
688371,菲沃泰,4,4,1.87,1.87,8.42,8.42
601500,通用股份,4,2,3.01,2.20,3.02,2.21
000776,广发证券,4,0,2.50,0.36,3.22,0.47
002925,盈趣科技,4,0,6.41,-0.12,6.46,-0.12
600460,士兰微,4,-2,3.55,-2.68,3.55,-3.07
600123,兰花科创,4,-2,1.70,-1.21,1.70,-1.21
002180,纳思达,4,-1,4.21,-0.52,4.84,-0.59
688006,杭可科技,4,-1,4.45,-0.92,4.45,-14.61
688560,明冠新材,4,4,2.73,2.73,4.97,4.97
002335,科华数据,4,2,4.56,3.15,4.56,3.15
002968,新大正,4,0,6.90,-0.11,16.10,-0.36
688357,建龙微纳,4,0,7.88,0.75,13.88,1.33
301035,润丰股份,4,-1,4.83,-0.27,15.35,-5.04
300601,康泰生物,4,0,4.03,-0.18,4.03,-0.18
603808,歌力思,4,0,4.05,0.03,4.05,0.03
000420,吉林化纤,4,0,4.23,-1.21,4.80,-0.64
688201,信安世纪,4,2,6.74,2.39,15.12,5.36
600123,兰花科创,4,-2,1.70,-1.21,1.70,-1.21
603721,中广天择,4,4,2.74,2.74,2.74,2.74
300642,透景生命,4,-1,15.94,-0.57,15.99,-0.57
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
688083,中望软件,4,0,9.42,-0.59,18.34,-1.14
603883,老百姓,4,0,5.71,-0.88,5.73,-1.50
603755,日辰股份,4,-1,3.34,0.06,3.34,-6.13
603733,仙鹤股份,4,-2,4.13,-0.19,4.13,-0.19
000552,靖远煤电,4,0,1.92,-0.06,1.92,-0.07
603179,新泉股份,4,-1,6.44,-1.32,6.44,-1.32
600038,中直股份,4,1,3.15,1.44,3.15,1.44
002567,唐人神,4,0,5.07,-1.15,5.07,-1.15
002158,汉钟精机,4,3,3.64,1.71,3.64,1.71
600642,申能股份,4,0,2.04,-0.09,2.06,-0.09
600325,华发股份,4,-1,5.90,-1.08,5.90,-1.08
002984,森麒麟,4,2,4.44,1.66,8.92,3.32
601388,怡球资源,4,1,2.53,1.27,2.75,1.38
000830,鲁西化工,4,-2,1.48,-4.46,1.94,-5.85
603906,龙蟠科技,4,0,2.57,-0.54,3.02,-0.63
688066,航天宏图,4,-1,8.69,0.14,8.69,-4.80
688371,菲沃泰,4,4,1.87,1.87,8.42,8.42
601500,通用股份,4,2,3.01,2.20,3.02,2.21
000776,广发证券,4,0,2.50,0.36,3.22,0.47
002925,盈趣科技,4,0,6.41,-0.12,6.46,-0.12
600460,士兰微,4,-2,3.55,-2.68,3.55,-3.07
002180,纳思达,4,-1,4.21,-0.52,4.84,-0.59
601966,玲珑轮胎,4,0,2.37,0.01,2.57,-0.01
002981,朝阳科技,4,4,0.74,0.74,2.94,2.94
000887,中鼎股份,4,-2,3.37,-2.75,3.37,-2.75
603899,晨光股份,4,1,6.94,1.12,6.96,1.12
688206,概伦电子,4,1,0.41,-0.17,4.66,-1.93
688083,中望软件,4,0,9.42,-0.59,18.34,-1.14
603883,老百姓,4,0,5.71,-0.88,5.73,-1.50
603755,日辰股份,4,-1,3.34,0.06,3.34,-6.13
603733,仙鹤股份,4,-2,4.13,-0.19,4.13,-0.19
688155,先惠技术,4,1,4.42,1.46,10.24,3.21
603179,新泉股份,4,-1,6.44,-1.32,6.44,-1.32
600038,中直股份,4,1,3.15,1.44,3.15,1.44
002158,汉钟精机,4,3,3.64,1.71,3.64,1.71
600642,申能股份,4,0,2.04,-0.09,2.06,-0.09
600325,华发股份,4,-1,5.90,-1.08,5.90,-1.08
600966,博汇纸业,4,0,2.12,-0.12,2.12,-0.12
601388,怡球资源,4,1,2.53,1.27,2.75,1.38
000830,鲁西化工,4,-2,1.48,-4.46,1.94,-5.85
688066,航天宏图,4,-1,8.69,0.14,8.69,-4.80
688371,菲沃泰,4,4,1.87,1.87,8.42,8.42
601500,通用股份,4,2,3.01,2.20,3.02,2.21
000776,广发证券,4,0,2.50,0.36,3.22,0.47
002925,盈趣科技,4,0,6.41,-0.12,6.46,-0.12
600460,士兰微,4,-2,3.55,-2.68,3.55,-3.07
002180,纳思达,4,-1,4.21,-0.52,4.84,-0.59
688235,百济神州,4,1,0.45,0.09,7.52,1.41
002179,中航光电,4,-1,3.75,-0.29,3.83,-0.42
002548,金新农,4,-2,2.72,-5.29,3.95,-5.99
600328,中盐化工,4,-3,2.74,-5.24,4.76,-9.06
600827,百联股份,4,2,1.35,0.69,1.50,0.76
601099,太平洋,4,0,4.76,0.66,4.76,0.66
688392,骄成超声,4,4,2.33,2.33,10.93,10.93
603380,易德龙,4,0,9.04,-0.29,9.10,-0.30
688185,康希诺,4,0,1.97,0.34,7.24,1.20
002507,涪陵榨菜,4,-1,2.71,-1.12,2.71,-1.12
000501,武商集团,4,1,5.56,0.95,5.56,0.95
000975,银泰黄金,4,2,6.22,2.65,6.22,2.65
601800,中国交建,4,-1,0.57,-0.11,0.79,-0.14
603326,我乐家居,4,0,8.99,0.18,8.99,0.00
000420,吉林化纤,4,0,4.23,-1.21,4.80,-0.64
002376,新北洋,4,0,3.49,-0.20,3.49,-0.20
605128,上海沿浦,4,0,5.95,1.37,11.42,2.64
600621,华鑫股份,4,1,2.92,0.84,2.92,0.84
002028,思源电气,5,0,8.56,0.35,8.56,0.35
301097,天益医疗,5,-4,6.21,-1.21,26.19,-5.10
300196,长海股份,5,-1,5.22,-1.43,5.22,-1.43
002025,航天电器,5,1,5.58,0.57,5.58,0.57
600486,扬农化工,5,0,7.61,-0.06,7.61,-0.06
000822,山东海化,5,-2,4.64,-4.50,4.64,-4.50
001914,招商积余,5,-1,5.41,-1.93,8.61,-3.05
688320,禾川科技,5,1,1.95,-0.05,9.36,-0.27
688198,佰仁医疗,5,1,4.91,0.31,19.10,0.95
600685,中船防务,5,3,1.92,1.46,3.31,2.52
600216,浙江医药,5,0,4.07,-0.18,4.10,-0.18
002046,国机精工,5,-1,6.25,-3.95,6.31,-3.98
603239,浙江仙通,5,1,2.84,0.95,2.84,0.95
300217,东方电热,5,-1,6.78,-1.43,7.09,-1.23
002126,银轮股份,5,0,7.63,-0.20,7.63,-0.20
300014,亿纬锂能,5,0,3.26,-0.46,3.26,-0.46
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
688408,中信博,5,-1,9.67,-0.53,17.97,-1.34
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
002046,国机精工,5,-1,6.25,-3.95,6.31,-3.98
603239,浙江仙通,5,1,2.84,0.95,2.84,0.95
300217,东方电热,5,-1,6.78,-1.43,7.09,-1.23
002126,银轮股份,5,0,7.63,-0.20,7.63,-0.20
603067,振华股份,5,1,5.61,2.24,5.68,2.24
300014,亿纬锂能,5,0,3.26,-0.46,3.26,-0.46
001332,锡装股份,5,5,1.71,1.71,6.85,6.85
300705,九典制药,5,1,5.68,1.74,5.68,1.74
002176,江特电机,5,1,6.25,1.09,6.25,1.09
002268,卫士通,5,1,6.63,1.19,6.69,1.20
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
688239,航宇科技,5,-2,8.25,2.98,11.42,-13.31
688019,安集科技,5,-1,5.21,-0.05,5.21,-3.92
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
601058,赛轮轮胎,5,-1,8.47,-1.79,8.57,-3.42
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
600461,洪城环境,5,1,3.77,1.06,4.27,1.20
300860,锋尚文化,5,4,2.74,2.54,8.96,8.31
603613,国联股份,5,0,9.43,0.18,9.43,-4.89
603032,德新交运,5,0,4.52,0.27,4.76,0.32
688521,芯原股份,5,1,7.27,0.76,17.27,1.47
002536,飞龙股份,5,4,6.00,5.80,6.00,5.80
601007,金陵饭店,5,0,7.49,-0.07,7.49,-0.07
601208,东材科技,5,0,5.83,-1.57,6.20,-1.51
001332,锡装股份,5,5,1.71,1.71,6.85,6.85
300705,九典制药,5,1,5.68,1.74,5.68,1.74
002176,江特电机,5,1,6.25,1.09,6.25,1.09
002268,卫士通,5,1,6.63,1.19,6.69,1.20
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
600416,湘电股份,5,1,6.32,1.12,11.62,2.07
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
600461,洪城环境,5,1,3.77,1.06,4.27,1.20
300860,锋尚文化,5,4,2.74,2.54,8.96,8.31
603613,国联股份,5,0,9.43,0.18,9.43,-4.89
603032,德新交运,5,0,4.52,0.27,4.76,0.32
688521,芯原股份,5,1,7.27,0.76,17.27,1.47
002536,飞龙股份,5,4,6.00,5.80,6.00,5.80
601007,金陵饭店,5,0,7.49,-0.07,7.49,-0.07
601208,东材科技,5,0,5.83,-1.57,6.20,-1.51
600765,中航重机,5,1,5.89,1.39,6.49,1.52
001332,锡装股份,5,5,1.71,1.71,6.85,6.85
300705,九典制药,5,1,5.68,1.74,5.68,1.74
002176,江特电机,5,1,6.25,1.09,6.25,1.09
002268,卫士通,5,1,6.63,1.19,6.69,1.20
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
